WordEnglish;WordTranscript
Wind;-V-N-T-
You (thou);-D-
Death;-M-R-
Ear;-G-SH-
Eye;-CH-SH-M-
Four;-CH-H-R-
Hand;-D-S-T-
I;-M-N-
Name;-N-M-
Night;-SH-B-
Nose;-D-M-G-
Sun;-F-T-B-
Three;-S-
Tongue;-Z-B-N-
Tooth;-D-N-D-
Two;-D-
Water;-B-
Who;-K-
Wind;-B-D-
You (thou);-T-
Death;-M-V-T-
Eye;-7-N-
Four;-R-B-
Hand;-J-D-
I;-N-
Name;-SH-M-
Night;-L-L-
Sun;-SH-M-SH-
Three;-SH-L-SH-
Tongue;-L-SH-N-
Two;-SH-N-M-
Water;-M-J-M-
Who;-M-J-
You (thou);-T-
Four;-D-T-R-
Hand;-Z-R-
Name;-N-M-N-
Water;-V-D-
Who;-K-N-
Death;-SH-M-R-CH-
Ear;-KH-
Eye;-K-
Four;-CH-T-R-
Hand;-R-K-
I;-J-
Name;-M-
Night;-N-C-
Nose;-N-S-
Sun;-S-L-N-C-
Three;-T-ZH-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-K-T-
Wind;-V-T-R-
You (thou);-T-
Death;-M-R-
Ear;-R-L-
Eye;-L-
Four;-K-T-R-
Hand;-M-N-
I;-#-
Name;-N-M-
Night;-N-CH-
Nose;-N-R-Z-
Sun;-S-L-
Three;-T-R-S-
Tongue;-L-N-G-
Tooth;-D-N-T-
Two;-D-S-
Water;-G-
Who;-K-M-
Wind;-V-N-T-
You (thou);-T-
Death;-M-R-
Ear;-H-S-
Eye;-H-K-
Four;-K-T-V-R-
Hand;-G-S-R-
I;-G-
Name;-H-N-M-N-
Night;-N-K-T-
Nose;-N-S-
Sun;-S-H-L-
Three;-T-R-J-
Tongue;-D-N-G-
Tooth;-H-D-N-T-
Two;-D-V-
Water;-V-D-R-
Who;-K-
Wind;-K-V-R-
You (thou);-T-
Death;-M-R-
Ear;-R-L-H-
Eye;-#-
Four;-K-T-R-
Hand;-M-N-
I;-#-
Name;-N-M-
Night;-N-CH-
Nose;-N-S-
Sun;-S-L-H-
Three;-T-R-S-
Tongue;-L-N-G-
Tooth;-D-N-T-
Two;-D-S-
Water;-G-
Who;-K-
Wind;-V-N-T-
You (thou);-T-
Death;-L-T-V-
Ear;-S-
Eye;-K-S-
Four;-K-T-R-
Hand;-R-N-K-
I;-S-
Name;-M-N-S-
Night;-N-K-C-
Nose;-N-S-
Sun;-S-L-
Three;-T-R-S-
Tongue;-N-Z-V-
Tooth;-D-N-T-
Two;-D-V-
Water;-N-D-N-
Who;-K-S-
Wind;-V-T-R-
You (thou);-T-
Death;-M-T-
Ear;-K-N-
Eye;-KH-
Four;-CH-R-
Hand;-H-TH-
I;-M-N-
Name;-N-M-
Night;-R-T-
Nose;-N-K-
Sun;-S-R-ZH-
Three;-T-N-
Tongue;-ZH-B-
Tooth;-D-N-D-
Two;-D-
Water;-P-N-
Who;-K-N-
Wind;-H-V-
You (thou);-T-N-
Death;-M-R-
Ear;-R-K-
Eye;-K-
Four;-P-T-R-
Hand;-M-N-
I;-#-
Name;-N-M-
Night;-N-P-T-
Nose;-N-S-
Sun;-S-R-
Three;-T-R-
Tongue;-L-M-B-
Tooth;-D-N-T-
Two;-D-
Water;-P-
Who;-CH-N-
Wind;-V-N-T-
You (thou);-T-
Death;-M-R-
Ear;-R-L-
Eye;-L-
Four;-K-T-R-
Hand;-M-N-
I;-J-
Name;-N-M-
Night;-N-T-
Nose;-N-S-
Sun;-S-L-L-
Three;-T-R-S-
Tongue;-L-N-G-
Tooth;-D-N-T-
Two;-D-S-
Water;-#-
Who;-T-
Wind;-V-N-T-
You (thou);-T-
Death;-S-M-R-T-
Ear;-KH-
Eye;-K-
Four;-CH-T-R-
Hand;-R-K-
I;-J-
Name;-M-
Night;-N-CH-
Nose;-N-S-
Sun;-S-L-N-C-
Three;-T-R-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-K-T-
Wind;-V-T-R-
You (thou);-T-
Death;-M-T-
Four;-R-B-
I;-N-
Night;-L-
Three;-T-L-T-
Two;-TH-T-N-
Water;-M-
You (thou);-T-
Death;-M-R-
Ear;-G-V-
Eye;-C-M-
Four;-C-H-R-
Hand;-D-S-T-
I;-Z-
Name;-N-M-
Night;-SH-V-
Sun;-R-M-Z-D-
Three;-D-R-
Tongue;-B-SH-
Tooth;-D-N-D-
Two;-D-V-
Water;-C-
Who;-K-J-
Wind;-B-T-
Death;-J-P-M-N-
Ear;-B-L-
Eye;-CH-L-B-N-
Four;-N-L-
Hand;-G-H-T-
I;-M-N-
Name;-N-M-
Night;-D-
Nose;-N-N-
Sun;-B-V-SH-
Three;-G-L-B-M-
Tongue;-N-V-CH-
Tooth;-B-T-N-
Two;-G-K-T-
Water;-CH-H-C-
Who;-G-
Wind;-B-G-
You (thou);-D-N-
Death;-T-
Ear;-T-L-G-
Eye;-M-T-
Four;-F-
Hand;-L-M-
I;-#-
Name;-G-
Night;-P-
Nose;-S-
Sun;-L-
Three;-T-L-
Tongue;-L-L-
Tooth;-N-F-
Two;-L-
Water;-V-
Who;-#-
Wind;-M-T-G-
You (thou);-#-
Death;-M-R-
Ear;-K-R-N-
Eye;-K-SH-
Four;-CH-T-R-
Hand;-H-S-T-
I;-H-M-
Name;-N-M-
Night;-R-T-R-
Nose;-N-S-K-
Sun;-S-R-
Three;-T-R-
Tongue;-ZH-V-R-
Tooth;-D-N-T-
Two;-D-V-
Water;-V-R-
Who;-K-
Wind;-V-T-
You (thou);-T-V-M-
Death;-M-R-T-
Ear;-K-R-N-
Eye;-K-S-
Four;-CH-T-R-
Hand;-H-S-T-
I;-H-M-
Name;-N-M-
Night;-R-T-R-
Nose;-N-S-
Sun;-S-R-S-
Three;-T-R-
Tongue;-ZH-H-V-
Tooth;-D-N-
Two;-D-V-
Water;-V-R-
Who;-K-
Wind;-V-T-
You (thou);-T-V-M-
Death;-M-R-
Ear;-R-C-
Eye;-J-
Four;-B-T-R-
Hand;-M-N-
I;-G-
Name;-N-M-N-
Night;-N-T-
Nose;-N-S-
Sun;-S-L-
Three;-T-R-S-
Tongue;-L-M-B-
Tooth;-D-N-T-
Two;-D-S-
Water;-B-
Who;-CH-N-
Wind;-B-N-T-
You (thou);-T-
Death;-M-R-
Ear;-R-K-R-
Eye;-K-R-
Four;-B-T-R-
Hand;-M-N-
I;-ZH-
Name;-N-M-N-
Night;-N-T-
Nose;-N-R-
Sun;-S-L-
Three;-T-R-S-
Tongue;-L-M-B-
Tooth;-D-N-T-
Two;-D-S-
Water;-B-
Who;-K-
Wind;-V-N-T-
You (thou);-T-
Death;-M-R-
Ear;-G-V-L-
Eye;-C-M-
Four;-C-V-R-
Hand;-D-S-T-
I;-Z-
Name;-N-M-
Night;-KH-B-
Nose;-N-Z-
Sun;-KH-R-
Three;-R-
Tongue;-Z-V-
Tooth;-D-N-D-N-
Two;-D-V-
Water;-KH-C-
Who;-CH-
Wind;-SH-M-L-
You (thou);-T-V-
Death;-T-D-
Ear;-R-
Eye;-G-
Four;-F-R-
Hand;-H-N-G-
I;-G-
Name;-N-M-
Night;-N-KH-T-
Nose;-N-S-
Sun;-S-N-
Three;-D-R-
Tongue;-Z-N-G-
Tooth;-Z-N-G-
Two;-C-V-
Water;-V-S-R-
Who;-V-R-
Wind;-V-N-D-
You (thou);-D-
Death;-D-TH-
Ear;-R-
Eye;-J-
Four;-F-R-
Hand;-H-N-D-
I;-#-
Name;-N-M-
Night;-N-KH-T-
Nose;-N-S-
Sun;-S-N-
Three;-TH-R-
Tongue;-T-N-G-
Tooth;-T-TH-
Two;-T-W-
Water;-W-T-R-
Who;-W-
Wind;-W-N-D-
You (thou);-TH-
Death;-M-R-
Ear;-K-L-S-
Eye;-S-L-
Four;-K-TH-R-
Hand;-L-V-
I;-M-
Name;-N-M-
Night;-D-KH-
Nose;-S-R-N-
Sun;-G-R-N-
Three;-T-R-
Tongue;-CH-N-K-
Tooth;-F-K-L-
Two;-Z-
Water;-S-K-
Who;-K-
Wind;-G-TH-
You (thou);-TH-
Death;-S-M-R-T-
Ear;-KH-
Eye;-K-
Four;-CH-T-R-
Hand;-R-K-
I;-J-
Name;-M-
Night;-N-CH-
Nose;-N-S-
Sun;-S-N-C-
Three;-T-R-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-K-
Wind;-V-T-R-
You (thou);-T-
Death;-T-
Ear;-H-
Eye;-T-
Four;-S-
Hand;-M-
I;-K-
Name;-C-
Night;-K-N-
Nose;-K-L-N-
Sun;-W-N-
Three;-S-M-
Tongue;-L-N-
Tooth;-K-W-
Two;-S-N-
Water;-N-M-
Who;-P-L-
Wind;-L-M-
You (thou);-M-
Death;-SH-B-
Ear;-H-J-
Eye;-B-
Hand;-K-CH-
I;-N-T-
Name;-S-M-
Night;-G-T-
Nose;-S-N-T-
Sun;-C-C-
Tongue;-J-R-B-
Tooth;-C-
Two;-T-G-N-
Water;-H-J-
Wind;-N-R-
You (thou);-J-T-
Death;-M-R-N-
Ear;-K-N-
Eye;-KH-
Four;-CH-H-R-
Hand;-H-T-
I;-M-N-
Name;-N-L-
Night;-R-T-
Nose;-N-K-
Sun;-S-R-
Three;-T-R-
Tongue;-Z-B-N-
Tooth;-D-N-D-
Two;-B-
Water;-P-N-
Who;-K-R-
Wind;-H-V-
You (thou);-T-
Death;-M-R-N-V-
Ear;-K-N-
Eye;-S-
Four;-H-T-R-
Hand;-T-
I;-M-
Name;-N-M-
Night;-R-
Nose;-N-H-J-
Sun;-R-
Three;-T-N-
Tongue;-D-V-
Tooth;-D-T-
Two;-D-K-
Water;-V-T-R-
Who;-K-V-D-
Wind;-S-L-N-G-
You (thou);-M-B-
Death;-S-M-R-T-
Ear;-KH-
Eye;-K-
Four;-SH-T-R-
Hand;-R-K-
I;-J-
Name;-M-N-
Night;-N-C-
Nose;-N-S-
Sun;-S-L-N-K-
Three;-T-R-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-K-T-
Wind;-V-T-R-
You (thou);-T-
Death;-S-M-R-T-
Ear;-KH-
Eye;-K-
Four;-SH-T-R-
Hand;-R-K-
I;-J-Z-
Name;-M-
Night;-N-CH-
Nose;-N-S-
Sun;-S-N-C-
Three;-T-R-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-K-D-
Wind;-V-T-R-
You (thou);-T-
Death;-M-R-
Ear;-G-V-SH-
Eye;-C-SH-M-
Four;-C-T-F-R-
Hand;-D-S-T-
I;-Z-W-
Name;-N-M-
Night;-G-SH-P-
Nose;-N-S-
Sun;-G-V-R-
Three;-T-R-
Tongue;-Z-B-K-
Tooth;-D-N-T-
Two;-D-V-
Water;-P-P-
Who;-K-
Wind;-V-D-
You (thou);-T-V-
Death;-D-M-
Ear;-D-G-
Eye;-N-D-
Four;-F-R-
Hand;-G-C-N-
I;-N-
Name;-M-G-
Night;-H-B-N-
Nose;-S-N-
Sun;-D-D-
Three;-S-D-H-
Tongue;-C-R-B-
Tooth;-L-G-
Two;-L-B-
Water;-B-J-
Who;-K-M-
Wind;-D-B-
You (thou);-D-
Death;-M-R-
Ear;-R-KH-
Eye;-KH-
Four;-K-T-R-
Hand;-M-N-
I;-J-
Name;-N-M-B-R-
Night;-N-CH-
Nose;-N-R-Z-
Sun;-S-L-
Three;-T-R-S-
Tongue;-L-N-G-
Tooth;-D-N-T-
Two;-D-S-
Water;-G-
Who;-K-N-
Wind;-V-N-T-
You (thou);-T-
Death;-D-
Ear;-J-S-
Eye;-H-
Four;-F-
Hand;-H-N-
I;-M-
Name;-N-M-
Night;-N-T-
Nose;-N-S-
Sun;-Z-N-
Three;-D-R-
Tongue;-T-N-G-
Tooth;-T-F-
Two;-T-
Water;-W-T-R-
Who;-H-S-M-
Wind;-V-N-T-
You (thou);-J-
Death;-G-
Ear;-N-SH-T-G-
Eye;-G-
Four;-L-M-
Hand;-SH-
I;-G-
Name;-M-
Night;-G-
Nose;-K-R-
Sun;-D-
Three;-SH-
Tongue;-M-
Tooth;-Z-
Two;-M-N-
Water;-#-
Who;-M-
You (thou);-Z-
Death;-K-F-
Ear;-S-K-
Eye;-J-SH-
Four;-N-
Hand;-M-K-N-
I;-M-M-
Name;-J-N-
Night;-S-K-
Nose;-P-
Sun;-ZH-
Three;-T-T-
Tongue;-L-M-
Tooth;-J-N-
Two;-M-B-L-
Water;-M-J-
Who;-N-N-
Wind;-P-P-
You (thou);-W-W-
Death;-D-D-
Ear;-R-
Eye;-G-
Four;-F-R-
Hand;-H-N-D-
I;-J-G-
Name;-N-M-N-
Night;-N-T-
Nose;-N-S-
Sun;-S-L-
Three;-T-R-
Tongue;-T-N-G-
Tooth;-T-N-D-
Two;-T-V-
Water;-V-T-N-
Who;-V-M-
Wind;-V-N-D-
You (thou);-D-
Death;-M-T-
Ear;-T-N-G-
Eye;-M-T-
Four;-P-T-
Hand;-K-M-
I;-K-
Name;-N-G-L-N-
Night;-G-B-
Nose;-L-N-G-
Sun;-R-W-
Three;-T-T-L-
Tongue;-D-L-
Tooth;-N-G-P-N-
Two;-D-L-W-
Water;-T-B-G-
Who;-S-N-
Wind;-H-N-G-N-
You (thou);-K-W-
Death;-P-H-
Ear;-T-R-
Eye;-M-T-
Four;-M-H-
Hand;-R-M-
I;-V-
Name;-N-N-
Night;-P-
Nose;-H-
Sun;-M-H-N-
Three;-T-R-
Tongue;-R-R-
Tooth;-N-H-
Two;-P-T-
Water;-V-
Who;-V-
Wind;-M-T-
You (thou);-#-
Death;-M-R-G-
Ear;-G-SH-
Eye;-CH-SH-M-
Four;-CH-KH-R-
Hand;-D-S-T-
I;-M-N-
Name;-N-M-
Night;-SH-B-
Nose;-B-N-
Sun;-F-T-B-
Three;-S-
Tongue;-Z-B-N-
Tooth;-D-N-D-
Two;-D-
Water;-B-
Who;-K-
Wind;-SH-M-L-
You (thou);-T-
Death;-M-T-
Ear;-T-D-R-G-
Eye;-SH-T-
Four;-K-Z-
Hand;-F-S-
I;-N-K-
Name;-S-M-
Night;-H-D-
Nose;-T-Z-R-
Sun;-T-F-K-
Three;-K-R-D-
Tongue;-L-S-
Tooth;-SH-N-
Two;-S-N-
Water;-M-N-
Who;-M-
Wind;-D-
You (thou);-K-J-
Death;-R-P-
Ear;-K-T-
Eye;-K-N-
Four;-N-N-K-
Hand;-K-
I;-N-N-
Name;-P-J-R-
Night;-R-V-
Nose;-M-K-
Sun;-C-R-J-N-
Three;-M-N-R-
Tongue;-N-K-
Tooth;-P-L-
Two;-R-N-D-
Water;-N-R-
Who;-J-R-
Wind;-K-R-
You (thou);-N-
Death;-M-T-
Ear;-M-Z-H-
Eye;-T-T-
Hand;-F-S-
I;-N-K-
Name;-S-M-
Night;-D-
Nose;-T-N-H-R-
Sun;-T-F-K-T-
Tongue;-L-S-
Tooth;-H-S-
Two;-S-N-
water;-M-N-
You (thou);-K-
Death;-L-R-G-
Ear;-K-L-K-
Eye;-K-Z-
Four;-D-R-T-
Hand;-K-L-
I;-M-N-
Name;-T-
Night;-T-N-
Nose;-B-R-N-
Sun;-K-J-SH-
Three;-CH-
Tongue;-T-L-
Tooth;-T-SH-
Two;-K-
Water;-S-
Who;-K-M-
Wind;-ZH-L-
You (thou);-S-N-
Death;-M-T-
Ear;-G-D-L-G-
Eye;-M-T-
Four;-P-T-
Hand;-K-M-T-
I;-K-
Name;-N-N-
Night;-D-M-
Nose;-L-N-G-
Sun;-S-G-
Three;-T-L-
Tongue;-D-L-
Tooth;-P-N-
Two;-D-H-
Water;-T-B-G-
Who;-N-G-
Wind;-H-N-G-
You (thou);-K-W-
Death;-M-R-N-M-
Ear;-C-V-
Eye;-K-N-
Four;-N-L-G-
Hand;-C-J-
I;-N-N-
Name;-P-R-
Night;-R-T-R-
Nose;-M-K-
Sun;-S-R-D-
Three;-M-D-
Tongue;-N-L-K-
Tooth;-P-N-
Two;-R-M-D-
Water;-N-R-
Who;-V-R-
Wind;-G-L-
You (thou);-N-V-
Death;-T-
Ear;-H-
Eye;-T-
Four;-S-
Hand;-M-
I;-K-
Name;-CH-
Night;-K-N-K-N-
Nose;-C-M-K-
Sun;-T-W-N-
Three;-S-M-
Tongue;-L-N-
Tooth;-F-N-
Two;-S-N-
Water;-N-M-
Who;-P-D-
Wind;-L-M-
You (thou);-M-N-
Death;-SH-W-
Ear;-M-D-
Eye;-M-K-
Four;-SH-
Hand;-L-K-W-
I;-N-G-
Name;-M-N-
Night;-C-M-N-
Nose;-N-
Sun;-N-M-
Three;-S-M-
Tongue;-CH-L-
Tooth;-S-
Two;-N-
Water;-CH-
Who;-S-
You (thou);-CH-
Death;-M-T-
Ear;-Z-N-
Eye;-J-N-
Four;-R-B-T-
Hand;-D-
I;-N-
Name;-S-M-
Night;-L-J-T-
Nose;-F-N-CH-
Sun;-SH-H-
Three;-S-L-S-T-
Tongue;-L-S-N-
Tooth;-S-N-
Two;-K-L-T-
Water;-M-
Who;-M-N-
Wind;-N-F-S-
You (thou);-N-S-K-
Death;-M-TH-
Ear;-M-Z-KH-
Eye;-TH-T-
Hand;-F-S-
I;-N-SH-
Name;-S-M-
Nose;-N-Z-
Sun;-TH-F-SH-TH-
Tongue;-R-S-
Tooth;-TH-M-S-TH-
Water;-M-N-
Wind;-TH-M-TH-
You (thou);-SH-K-
Death;-W-L-
Ear;-K-L-C-
Eye;-K-
Four;-S-T-V-R-
Hand;-C-R-
I;-N-S-
Name;-N-M-
Night;-N-K-C-
Nose;-M-L-N-
Sun;-K-M-
Three;-T-R-
Tongue;-K-N-T-
Tooth;-K-M-
Two;-V-
Water;-V-R-
Who;-K-S-
Wind;-V-N-T-
You (thou);-T-
Death;-S-R-K-T-
Ear;-K-L-C-
Eye;-K-
Four;-SH-T-V-R-
Hand;-C-R-
I;-N-S-
Name;-N-M-
Night;-N-K-C-
Nose;-M-L-
Sun;-K-M-
Three;-T-R-
Tongue;-K-N-T-W-
Tooth;-K-M-
Two;-V-
Water;-V-R-
Who;-K-S-
Wind;-J-N-T-
You (thou);-T-W-
Death;-TH-N-T-
Ear;-V-T-N-
Eye;-P-S-L-
Hand;-KH-R-
I;-Z-
Name;-N-M-
Night;-N-T-
Nose;-S-K-
Sun;-L-
Tongue;-G-R-S-
Tooth;-N-T-
Two;-D-
Water;-J-
Who;-P-
Wind;-N-M-
You (thou);-T-
Death;-L-M-
Ear;-K-L-K-
Eye;-G-Z-
Four;-D-R-T-
Hand;-L-
I;-B-N-
Name;-D-
Night;-G-ZH-
Nose;-B-R-N-
Sun;-G-N-SH-
Three;-CH-
Tongue;-D-L-
Tooth;-D-SH-
Two;-K-
Water;-S-
Who;-K-M-
Wind;-J-L-
You (thou);-S-N-
Death;-L-M-
Ear;-G-L-K-
Eye;-K-Z-
Four;-D-R-T-
Hand;-L-
I;-M-N-
Name;-T-
Night;-G-J-
Nose;-B-R-N-
Sun;-G-N-
Three;-CH-
Tongue;-D-L-
Tooth;-D-SH-
Two;-K-
Water;-S-
Who;-K-M-
Wind;-J-L-
You (thou);-S-N-
Death;-L-R-
Ear;-K-L-K-
Eye;-K-R-K-
Four;-D-R-T-
Hand;-KH-L-
I;-M-N-
Name;-T-
Night;-D-N-
Nose;-D-M-CH-K-
Sun;-KH-N-
Three;-SH-
Tongue;-D-L-
Tooth;-D-SH-
Two;-J-
Water;-S-G-
Who;-K-M-
Wind;-S-L-G-N-
You (thou);-S-N-
Death;-S-M-R-T-
Ear;-V-KH-
Eye;-K-
Four;-CH-T-R-
Hand;-R-K-
I;-J-
Name;-M-
Night;-N-CH-
Nose;-N-S-
Sun;-S-N-C-
Three;-T-R-
Tongue;-J-Z-K-
Tooth;-Z-B-
Two;-D-V-
Water;-V-D-
Who;-KH-T-
Wind;-V-T-R-
You (thou);-T-
Four;-P-T-R-
Hand;-M-N-
Name;-N-M-
Three;-T-R-
Two;-D-R-
Water;-T-R-
Who;-P-S-
You (thou);-T-
Hand;-SH-
I;-SH-
Name;-T-N-
Sun;-SH-V-
Three;-SH-SH-N-
Water;-N-K-D-
Who;-L-
Death;-M-T-
Ear;-K-N-
Eye;-N-KH-
Four;-CH-R-
Hand;-H-TH-
I;-M-N-
Name;-N-M-
Night;-R-T-
Nose;-N-K-
Sun;-S-R-ZH-
Three;-T-N-
Tongue;-Z-B-N-
Tooth;-D-N-T-
Two;-D-
Water;-P-N-
Who;-K-N-
Wind;-H-V-
You (thou);-T-
Death;-L-M-
Ear;-K-L-K-
Eye;-K-Z-
Four;-T-R-T-
Hand;-K-L-
Name;-T-
Night;-T-N-
Nose;-B-R-N-
Sun;-K-N-
Three;-CH-
Tongue;-T-L-
Tooth;-CH-SH-
Two;-K-
Water;-S-
Who;-K-M-
Wind;-S-L-K-N-
You (thou);-S-N-
Death;-L-M-
Ear;-K-L-K-
Eye;-K-Z-
Four;-T-R-T-
Hand;-K-L-
I;-M-N-
Name;-T-
Night;-T-N-
Nose;-B-R-N-
Sun;-K-N-
Three;-CH-
Tongue;-T-L-
Tooth;-T-SH-
Two;-K-
Water;-S-V-
Who;-K-M-
Wind;-J-L-
You (thou);-S-N-
Death;-K-L-D-
Ear;-K-R-V-
Eye;-S-L-M-
Four;-N-L-
Hand;-K-Z-
I;-M-N-
Name;-N-M-
Night;-#-
Nose;-N-N-
Sun;-P-V-N-
Three;-K-M-
Tongue;-K-L-
Tooth;-H-M-B-Z-
Two;-K-K-S-
Water;-V-Z-
Who;-K-N-
Wind;-T-L-
You (thou);-S-N-
Death;-CH-T-
Ear;-T-
Eye;-M-T-
Four;-B-N-
Hand;-T-J-
I;-T-
Name;-T-N-
Night;-D-M-
Nose;-M-
Sun;-M-T-CH-
Three;-B-
Tongue;-L-
Tooth;-R-N-
Two;-H-
Water;-N-K-
Who;-#-
Wind;-ZH-
You (thou);-B-N-
Death;-M-R-
Ear;-R-K-L-
Eye;-K-L-
Four;-P-T-R-
Hand;-M-N-
I;-#-
Name;-N-M-
Night;-N-P-T-
Nose;-N-S-
Sun;-S-R-
Three;-T-R-
Tongue;-L-M-B-
Tooth;-D-N-C-
Two;-D-
Water;-P-
Who;-K-R-
Wind;-V-N-T-
You (thou);-T-
Death;-M-R-
Ear;-G-SH-
Eye;-C-Z-M-
Four;-C-B-R-
Hand;-D-S-T-
I;-Z-
Name;-N-N-
Night;-N-G-T-
Nose;-M-S-
Sun;-F-T-B-
Three;-T-R-
Tongue;-Z-K-
Tooth;-D-N-D-
Two;-B-
Water;-J-P-K-
Who;-K-
Wind;-S-M-L-
You (thou);-T-
Death;-M-R-
Ear;-R-J-
Eye;-J-
Four;-K-T-
Hand;-M-N-
I;-ZH-
Name;-N-M-
Night;-N-T-
Nose;-N-Z-
Sun;-S-L-
Three;-T-R-S-
Tongue;-L-N-W-
Tooth;-D-N-T-
Two;-D-S-
Water;-W-
Who;-K-
Wind;-V-N-T-
You (thou);-T-
Death;-M-
Ear;-K-M-
Eye;-CH-J-
Four;-F-D-
I;-M-
Name;-N-N-
Night;-C-M-Z-N-
Nose;-C-N-
Sun;-C-N-
Three;-K-J-
Tongue;-SH-N-K-N-
Tooth;-CH-KH-N-
Two;-R-#-
Water;-C-W-R-
Wind;-M-Z-J-
You (thou);-K-
Death;-M-R-L-
Ear;-G-Z-H-
Eye;-S-T-R-G-
Four;-C-L-V-R-
Hand;-L-S-
I;-Z-
Name;-N-M-
Night;-SH-P-
Nose;-P-Z-
Sun;-L-M-R-
Three;-D-R-
Tongue;-Z-H-B-
Tooth;-G-V-SH-
Two;-D-V-
Water;-B-
Who;-C-K-
Wind;-B-D-
You (thou);-T-
Death;-M-R-
Ear;-K-L-S-T-
Eye;-L-G-D-
Four;-P-D-R-
Hand;-L-W-
I;-M-
Name;-N-W-
Night;-N-S-
Nose;-T-R-N-
Sun;-H-L-
Three;-T-R-
Tongue;-T-F-D-
Tooth;-D-N-T-
Two;-D-
Water;-D-R-
Who;-P-
Wind;-G-N-T-
You (thou);-T-
Death;-D-
Ear;-N-P-
Eye;-B-T-
Four;-N-N-T-
Hand;-L-KH-
I;-M-
Name;-T-R-
Night;-G-D-
Nose;-B-K-N-
Sun;-N-ZH-
Three;-N-T-
Tongue;-L-M-N-
Tooth;-B-N-
Two;-N-R-
Water;-N-D-KH-
Who;-K-N-
Wind;-N-G-L-
You (thou);-N-G-
Death;-L-
Ear;-K-L-G-KH-
Eye;-KH-R-KH-
Four;-T-R-T-
Hand;-L-
I;-M-N-
Name;-T-
Night;-T-N-
Nose;-M-R-N-
Sun;-K-N-
Three;-S-
Tongue;-T-L-
Tooth;-T-S-
Two;-K-
Water;-#-
Who;-K-M-
Wind;-T-L-
You (thou);-N-
Death;-T-W-T-
Ear;-W-R-
Eye;-W-G-
Four;-W-R-
Hand;-H-N-T-
I;-K-
Name;-N-M-N-
Night;-N-K-T-
Nose;-N-Z-
Sun;-Z-N-
Three;-D-R-
Tongue;-T-N-G-
Tooth;-C-N-
Two;-C-W-
Water;-W-S-R-
Who;-W-R-
Wind;-W-N-T-
You (thou);-D-
Death;-K-
Ear;-T-
Eye;-ZH-
Four;-M-R-N-
Hand;-W-
I;-M-
Name;-R-K-
Night;-R-
Nose;-M-
Sun;-R-
Three;-M-T-
Tongue;-H-
Tooth;-H-
Two;-M-ZH-
Water;-M-
Who;-T-N-
Wind;-F-F-
You (thou);-J-N-
Death;-T-K-K-K-
Ear;-C-N-
Eye;-N-K-
Four;-C-T-M-N-
Hand;-K-K-
I;-W-N-
Name;-T-K-
Night;-N-K-
Nose;-K-N-K-
Sun;-S-K-N-K-
Three;-P-N-J-N-
Tongue;-L-
Tooth;-H-T-
Two;-M-L-R-K-
Water;-M-K-
Who;-K-N-
Wind;-N-K-
You (thou);-L-P-T-
Death;-M-R-D-
Ear;-G-SH-
Eye;-CH-M-
Four;-CH-R-
Hand;-D-S-T-
I;-Z-
Name;-N-M-
Night;-SH-V-
Nose;-P-R-N-K-
Sun;-R-ZH-
Three;-H-R-
Tongue;-Z-V-N-
Tooth;-D-D-N-
Two;-D-
Water;-V-
Who;-K-M-
Wind;-V-
You (thou);-T-
Death;-K-F-
Ear;-N-L-B-
Eye;-S-
Four;-N-
Hand;-S-N-D-L-
I;-M-N-
Name;-G-M-
Night;-B-S-K-
Nose;-KH-L-
Sun;-L-N-G-
Three;-TH-TH-
Tongue;-L-M-
Tooth;-Z-N-
Two;-B-L-
Water;-M-N-Z-
Who;-B-N-
Wind;-M-J-
You (thou);-W-N-
